"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_distinctivedesignvegas.com","FirstLinkDate_distinctivedesignvegas.com","LastLinkDate_distinctivedesignvegas.com"
136,"arps.org",3710,487646,1,7,348129,74074,45648,21/01/2008 00:00,10/08/2013 00:00,"159.250.23.4","159.250.23.0","US","org",35,23,7,23/11/2011 00:00,09/01/2012 00:00
137,"boombotix.com",1735,705733,1,7,53768,50184,39992,15/04/2011 00:00,10/08/2013 00:00,"54.243.92.108","54.243.92.0","US","com",37,28,7,27/11/2011 00:00,27/12/2011 00:00
138,"laptop-battery-depot.co.uk",887,-1,1,7,6007,4360,2972,23/06/2010 00:00,21/05/2013 00:00,"74.220.199.6","74.220.199.0","US","uk",11,3,7,24/11/2011 00:00,24/11/2011 00:00
139,"cheapbabywalkers.org",117,-1,1,7,445,943,388,17/12/2010 00:00,21/07/2013 00:00,"50.22.131.128","50.22.131.0","US","org",8,0,7,19/06/2012 00:00,19/06/2012 00:00
140,"itouchreviews.com",119,-1,1,7,375,14509,4740,27/10/2010 00:00,10/08/2013 00:00,"50.16.190.132","50.16.190.0","US","com",14,4,7,21/11/2011 00:00,21/11/2011 00:00
141,"braunglasmafia.de",101,-1,1,7,7593,3930,2065,04/02/2008 00:00,10/08/2013 00:00,"212.90.148.100","212.90.148.0","DE","de",16,1,7,22/11/2011 00:00,22/11/2011 00:00
142,"containergardening.us",90,-1,1,7,6525,6420,5667,27/12/2008 00:00,10/08/2013 00:00,"173.231.48.132","173.231.48.0","US","us",9,4,7,07/12/2011 00:00,27/02/2013 00:00
143,"alfadesarrolloweb.com",474,-1,1,7,134627,68061,24749,23/10/2009 00:00,09/08/2013 00:00,"107.6.16.13","107.6.16.0","US","com",18,3,7,22/11/2011 00:00,22/11/2011 00:00
144,"ricardokakaonline.com",6463,-1,1,7,84941,333906,191606,15/08/2010 00:00,10/08/2013 00:00,"188.165.192.70","188.165.192.0","FR","com",28,21,7,28/11/2011 00:00,09/12/2011 00:00
145,"thingstodohigh.com",49,-1,1,7,76,2149,1621,23/12/2009 00:00,01/02/2012 00:00,"199.101.28.20","199.101.28.0","US","com",0,0,7,05/12/2011 00:00,05/12/2011 00:00
146,"nottenews.com",215,-1,1,7,1244,362,116,08/04/2012 00:00,10/08/2013 00:00,"204.45.55.44","204.45.55.0","US","com",10,1,7,16/01/2012 00:00,08/04/2012 00:00
147,"mangrade.com",402,-1,1,7,11473,1465,1284,13/10/2010 00:00,10/08/2013 00:00,"98.158.179.168","98.158.179.0","US","com",15,0,7,04/12/2011 00:00,13/07/2012 00:00
148,"donyignaz.com",75,-1,1,7,1030,565,453,25/03/2010 00:00,17/12/2012 00:00,"208.91.197.101","208.91.197.0","UK","com",7,0,7,30/11/2011 00:00,03/03/2012 00:00
149,"hotokyo.net",285,-1,1,7,3415,50437,13216,25/10/2010 00:00,10/08/2013 00:00,"180.153.108.105","180.153.108.0","CN","net",22,11,7,23/11/2011 00:00,25/11/2011 00:00
150,"tarif-infos.com",144,-1,1,7,2276,882,720,22/09/2008 00:00,26/02/2013 00:00,"208.73.210.155","208.73.210.0","US","com",10,5,7,26/11/2011 00:00,17/12/2011 00:00
151,"wldirectory.com",5660,15854,1,6,224244,362467,176878,09/01/2009 00:00,10/08/2013 00:00,"176.31.69.138","176.31.69.0","FR","com",38,32,6,27/05/2012 00:00,27/05/2012 00:00
152,"andrweb.info",433,597613,1,6,6188,84134,53807,03/07/2010 00:00,10/08/2013 00:00,"141.101.116.35","141.101.116.0","EU","info",24,8,6,10/10/2012 00:00,21/03/2013 00:00
153,"cunttrumpet.com",118,-1,1,6,207,11535,2102,28/10/2011 00:00,25/04/2012 00:00,"69.43.161.174","69.43.161.0","US","com",0,0,6,26/12/2011 00:00,26/12/2011 00:00
154,"alpvideo.ru",322,-1,1,6,8816,46144,33601,13/02/2009 00:00,10/08/2013 00:00,"188.128.85.11","188.128.85.0","RU","ru",13,13,6,07/07/2012 00:00,19/09/2012 00:00
155,"toyboxglobal.com.au",358,-1,1,6,4037,25098,10005,05/11/2010 00:00,12/07/2013 00:00,"50.63.211.60","50.63.211.0","US","au",12,8,6,30/11/2011 00:00,30/11/2011 00:00
156,"team-success.de",1309,-1,1,6,71111,6987,4935,23/01/2008 00:00,10/08/2013 00:00,"195.93.201.82","195.93.201.0","DE","de",31,24,6,04/12/2011 00:00,15/12/2011 00:00
157,"manurodriguez.com",187,-1,1,6,2834,3553,2083,07/12/2010 00:00,01/08/2013 00:00,"134.0.11.57","134.0.11.0","ES","com",10,1,6,05/12/2011 00:00,05/12/2011 00:00
158,"nstoyanov.com",6439,-1,1,6,125358,39096,14635,19/09/2009 00:00,01/08/2013 00:00,"193.107.36.200","193.107.36.0","BG","com",31,21,6,06/12/2011 00:00,11/08/2012 00:00
159,"tudienykhoa.net",270,-1,1,6,11086,12604,8928,25/09/2009 00:00,10/08/2013 00:00,"173.236.158.229","173.236.158.0","US","net",33,3,6,19/12/2011 00:00,17/07/2013 00:00
160,"egitmagazine.com",259,-1,1,6,1136,1747,1175,04/10/2010 00:00,05/06/2013 00:00,"74.220.199.6","74.220.199.0","US","com",12,1,6,17/11/2011 00:00,17/11/2011 00:00
161,"localcontractorsservice.com",971,-1,1,6,10033,51553,36174,11/01/2009 00:00,09/08/2013 00:00,"69.89.31.136","69.89.31.0","US","com",14,25,6,26/11/2011 00:00,26/11/2011 00:00
162,"cmaynordesigns247.com",214,-1,1,6,4351,11488,9635,12/11/2010 00:00,10/08/2013 00:00,"108.167.177.82","108.167.177.0","US","com",19,5,6,21/11/2011 00:00,21/11/2011 00:00
163,"tripp.org",178,-1,1,6,7456,21438,14780,29/08/2008 00:00,10/08/2013 00:00,"50.78.211.18","50.78.211.0","US","org",16,5,6,14/04/2012 00:00,17/07/2013 00:00
164,"silent-pain.net",6431,-1,1,6,95396,36650,20206,05/11/2008 00:00,10/08/2013 00:00,"200.58.112.166","200.58.112.0","AR","net",36,2,6,07/07/2013 00:00,08/07/2013 00:00
165,"quicm.net",3023,-1,1,6,19104,25059,20809,25/09/2009 00:00,10/08/2013 00:00,"69.163.146.90","69.163.146.0","US","net",29,8,6,23/12/2011 00:00,27/07/2012 00:00
166,"piekna-miejscowka.pl",2466,-1,1,6,236423,238122,78034,02/01/2011 00:00,10/08/2013 00:00,"185.5.98.111","185.5.98.0","PL","pl",30,2,6,27/11/2011 00:00,04/12/2011 00:00
167,"hamala.org",104,-1,1,6,3624,201,152,11/10/2010 00:00,10/08/2013 00:00,"93.185.104.27","93.185.104.0","CZ","org",13,8,6,28/11/2011 00:00,24/07/2012 00:00
168,"ebuyer.biz",41,-1,1,6,9324,493409,493409,04/03/2010 00:00,03/07/2013 00:00,"69.43.161.154","69.43.161.0","US","biz",0,0,6,28/11/2011 00:00,28/11/2011 00:00
169,"epilaredefinitiva.com.ro",185,-1,1,6,5651,2941,2766,22/06/2009 00:00,30/05/2013 00:00,"85.9.53.120","85.9.53.0","RO","ro",9,9,6,21/11/2011 00:00,23/11/2011 00:00
170,"techwizz.org",148,-1,1,6,4496,2043,1335,06/11/2010 00:00,26/07/2013 00:00,"199.34.228.100","199.34.228.0","US","org",12,0,6,03/12/2011 00:00,03/12/2011 00:00
171,"ksu.edu.sa",55840,7309,1,5,24621595,8696623,1367922,23/01/2008 00:00,10/08/2013 00:00,"212.57.194.200","212.57.194.0","SA","sa",56,59,5,21/12/2011 00:00,06/01/2012 00:00
172,"tech4on.com",7106,18269,1,5,280249,398817,206724,14/01/2009 00:00,10/08/2013 00:00,"81.169.145.156","81.169.145.0","DE","com",34,19,5,21/03/2013 00:00,21/03/2013 00:00
173,"directoryfuse.com",4097,22860,1,5,222052,396925,190190,21/12/2009 00:00,10/08/2013 00:00,"66.147.240.155","66.147.240.0","US","com",35,13,5,20/12/2011 00:00,13/05/2013 00:00
174,"uns.ac.id",85529,36435,1,5,8878687,1625479,731784,24/01/2008 00:00,10/08/2013 00:00,"203.6.148.11","203.6.148.0","ID","id",45,32,5,21/11/2011 00:00,22/11/2011 00:00
175,"badboysoftware.biz",44055,172540,1,5,701902,606946,151882,17/11/2008 00:00,10/08/2013 00:00,"182.50.148.128","182.50.148.0","SG","biz",44,25,5,02/06/2012 00:00,28/09/2012 00:00
176,"gargalhando.com",2480,204794,1,5,1087653,37700,33756,08/11/2009 00:00,10/08/2013 00:00,"85.25.130.134","85.25.130.0","DE","com",39,17,5,21/11/2011 00:00,21/11/2011 00:00
177,"byethost18.com",122329,231173,1,5,5580718,2289697,1037310,13/01/2008 00:00,10/08/2013 00:00,"209.190.85.126","209.190.85.0","US","com",51,32,5,10/12/2011 00:00,09/01/2012 00:00
178,"vrgdt.se",209,-1,1,5,1586,50283,22114,27/12/2009 00:00,08/08/2013 00:00,"46.30.211.51","46.30.211.0","DK","se",18,9,5,20/05/2012 00:00,20/05/2012 00:00
179,"weheartchristchurch.com",1668,-1,1,5,18363,833,501,27/07/2012 00:00,10/08/2013 00:00,"50.28.5.155","50.28.5.0","US","com",26,2,5,01/12/2011 00:00,22/12/2011 00:00
180,"topleya.co.uk",1743,-1,1,5,7797,10383,7583,10/11/2011 00:00,08/08/2013 00:00,"79.170.44.120","79.170.44.0","UK","uk",24,6,5,27/11/2011 00:00,07/12/2011 00:00
181,"nice-plastic.com",10731,-1,1,5,97034,21794,19610,27/07/2012 00:00,10/08/2013 00:00,"64.120.157.183","64.120.157.0","US","com",42,12,5,27/05/2012 00:00,27/05/2012 00:00
182,"trainingforthetriathlon.com",21,-1,1,5,104,419,194,19/06/2012 00:00,18/07/2013 00:00,"174.132.77.35","174.132.77.0","US","com",8,0,5,22/12/2011 00:00,20/06/2012 00:00
183,"praxishomepage.de",600,-1,1,5,6681,20800,14226,20/01/2008 00:00,10/08/2013 00:00,"85.236.48.180","85.236.48.0","DE","de",25,19,5,26/02/2013 00:00,22/07/2013 00:00
184,"omelhorblogdomundo.com",48,-1,1,5,5398,308,199,28/05/2010 00:00,20/08/2012 00:00,"189.38.80.52","189.38.80.0","BR","com",7,0,5,20/11/2011 00:00,20/11/2011 00:00
185,"ruralhobbyfarm.com",357,-1,1,5,1984,23077,8848,24/01/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",20,6,5,27/11/2011 00:00,12/03/2012 00:00
186,"day-blog.de",42,-1,1,5,37440,118,96,30/06/2013 00:00,10/08/2013 00:00,"195.225.105.124","195.225.105.0","DE","de",13,0,5,21/12/2011 00:00,19/11/2012 00:00
187,"mygreatclock.com",107,-1,1,5,964,4778,1695,21/06/2012 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",16,0,5,21/06/2012 00:00,21/06/2012 00:00
188,"socialbrettwork.com",161,-1,1,5,2295,826,217,01/08/2012 00:00,10/08/2013 00:00,"85.13.139.59","85.13.139.0","DE","com",21,2,5,19/06/2012 00:00,21/06/2012 00:00
189,"madcowroundabout.com",1394,-1,1,5,14521,83269,12311,25/09/2010 00:00,21/01/2013 00:00,"174.132.104.201","174.132.104.0","US","com",14,2,5,08/01/2012 00:00,08/01/2012 00:00
190,"travelandleisuretoday.com",371,-1,1,5,2119,47703,10641,04/10/2010 00:00,23/06/2013 00:00,"208.73.211.152","208.73.211.0","US","com",9,0,5,14/12/2011 00:00,14/12/2011 00:00
191,"fremdsehen.at",837,-1,1,5,20311,29148,15739,03/07/2010 00:00,10/08/2013 00:00,"37.235.63.171","37.235.63.0","AT","at",25,6,5,22/11/2011 00:00,22/11/2011 00:00
192,"sirmy.net",262,-1,1,5,4655,3371,2140,30/09/2008 00:00,01/08/2013 00:00,"85.25.77.86","85.25.77.0","DE","net",11,3,5,04/12/2011 00:00,04/12/2011 00:00
193,"emzorpharma.com",842,-1,1,5,5531,298831,98901,16/02/2008 00:00,10/08/2013 00:00,"50.62.130.135","50.62.130.0","US","com",24,11,5,26/11/2011 00:00,26/11/2011 00:00
194,"kino-blog.cc",182,-1,1,5,1687,4091,1586,07/01/2010 00:00,07/08/2013 00:00,"173.83.51.67","173.83.51.0","US","cc",13,9,5,23/11/2011 00:00,23/11/2011 00:00
195,"medicalmarijuanamassachusetts.net",111,-1,1,5,315,4112,3696,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",19,0,5,12/03/2013 00:00,08/08/2013 00:00
196,"rathfarnham.net",0,-1,1,5,0,245836,245835,04/01/2011 00:00,31/07/2013 00:00,"82.98.86.178","82.98.86.0","DE","net",0,0,5,05/01/2012 00:00,05/01/2012 00:00
197,"bradyleepolygraph.com",413,-1,1,5,30502,49880,9056,06/01/2011 00:00,26/05/2013 00:00,"74.54.144.99","74.54.144.0","US","com",6,0,5,07/12/2011 00:00,07/12/2011 00:00
198,"globalbusinessmarketing.com",17,-1,1,5,116,740,601,18/12/2011 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",0,0,5,25/11/2011 00:00,12/12/2011 00:00
199,"borealterrainpark.com",729,-1,1,5,5551,8041,4062,14/11/2008 00:00,10/08/2013 00:00,"208.113.224.112","208.113.224.0","US","com",12,20,5,24/11/2011 00:00,24/11/2011 00:00
200,"bluestarsadmissionsconsulting.com",140,-1,1,5,4156,987,845,12/11/2010 00:00,08/08/2013 00:00,"129.121.177.79","129.121.177.0","US","com",12,9,5,05/12/2011 00:00,13/01/2012 00:00
201,"fashionistamileurista.com",29,-1,1,5,1065,301,254,19/09/2010 00:00,20/11/2011 00:00,"80.156.86.78","80.156.86.0","DE","com",7,0,5,21/11/2011 00:00,28/11/2011 00:00
202,"iphonemv.info",130,-1,1,5,647,10681,4344,11/10/2011 00:00,29/07/2013 00:00,"174.120.16.7","174.120.16.0","US","info",9,2,5,30/11/2011 00:00,30/11/2011 00:00
203,"mymoneyeveryday.org",1540,-1,1,5,4762,8900,2876,18/11/2010 00:00,04/02/2012 00:00,"91.121.81.175","91.121.81.0","FR","org",10,1,5,04/12/2011 00:00,04/12/2011 00:00
204,"articleaof.co.cc",3145,-1,1,5,1764825,248558,117669,13/06/2010 00:00,13/11/2012 00:00,"62.157.140.133","62.157.140.0","DE","cc",9,5,5,07/01/2012 00:00,09/01/2012 00:00
205,"saronde.org",90,-1,1,5,35328,5736,1925,10/07/2012 00:00,24/05/2013 00:00,"184.173.233.155","184.173.233.0","US","org",11,7,5,19/06/2012 00:00,19/06/2012 00:00
206,"beatshere.com",979,-1,1,5,8868,785,517,18/05/2012 00:00,20/01/2013 00:00,"184.154.190.170","184.154.190.0","US","com",11,0,5,02/12/2011 00:00,02/12/2011 00:00
207,"anythinglah.com",1009,-1,1,5,7923,6735,4908,13/05/2012 00:00,06/08/2013 00:00,"69.43.161.170","69.43.161.0","US","com",28,2,5,20/06/2012 00:00,19/10/2012 00:00
208,"linkarena.com",211200,16002,1,4,1003218114,150947808,1886745,09/01/2008 00:00,10/08/2013 00:00,"84.201.41.40","84.201.41.0","DE","com",60,58,4,19/12/2011 00:00,20/12/2011 00:00
209,"umm.ac.id",14891,64874,1,4,425173,1592531,373999,29/01/2008 00:00,10/08/2013 00:00,"202.52.52.3","202.52.52.0","ID","id",35,24,4,22/11/2011 00:00,22/11/2011 00:00
210,"help-on.net",778,92260,1,4,18905,96249,83123,27/02/2008 00:00,10/08/2013 00:00,"184.168.164.1","184.168.164.0","US","net",25,20,4,01/06/2013 00:00,01/06/2013 00:00
211,"ballarat.edu.au",31984,141446,1,4,626999,6827231,1165537,09/01/2008 00:00,10/08/2013 00:00,"141.132.88.207","141.132.88.0","AU","au",47,62,4,20/12/2011 00:00,28/01/2012 00:00
212,"freemoversdirectory.com",1970,607003,1,4,16118,201844,130311,16/08/2010 00:00,10/08/2013 00:00,"92.61.150.181","92.61.150.0","EU","com",27,6,4,12/05/2013 00:00,12/05/2013 00:00
213,"edenmore.net",0,-1,1,4,0,259382,259381,04/05/2010 00:00,11/02/2013 00:00,"82.98.86.172","82.98.86.0","DE","net",0,0,4,08/01/2012 00:00,08/01/2012 00:00
214,"dylanlacey.com",43,-1,1,4,618,1439,709,19/11/2011 00:00,20/07/2013 00:00,"67.18.208.6","67.18.208.0","US","com",10,7,4,04/12/2011 00:00,04/12/2011 00:00
215,"anakdatuk.com",3643,-1,1,4,47898,36631,30701,11/01/2008 00:00,10/08/2013 00:00,"110.4.45.74","110.4.45.0","MY","com",31,15,4,19/12/2011 00:00,20/08/2012 00:00
216,"medicalmarijuanalouisiana.net",46,-1,1,4,246,4614,4246,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,4,30/03/2013 00:00,25/07/2013 00:00
217,"eastwall.net",1,-1,1,4,1,213394,213393,26/11/2009 00:00,10/02/2013 00:00,"82.98.86.169","82.98.86.0","DE","net",0,0,4,08/01/2012 00:00,08/01/2012 00:00
218,"day-diets.com",468,-1,1,4,4225,1549,1329,26/10/2009 00:00,10/08/2013 00:00,"174.121.226.194","174.121.226.0","US","com",25,3,4,05/12/2011 00:00,07/02/2012 00:00
219,"tuninghell.com",5173,-1,1,4,47131,418394,100703,09/07/2010 00:00,10/08/2013 00:00,"176.9.23.121","176.9.23.0","DE","com",43,6,4,11/06/2013 00:00,17/06/2013 00:00
220,"hostmot.com",109,-1,1,4,1018,459,397,13/11/2008 00:00,31/07/2013 00:00,"174.122.149.62","174.122.149.0","US","com",16,3,4,14/12/2011 00:00,16/10/2012 00:00
221,"milkdaddy.com",154,-1,1,4,623,169,60,23/12/2012 00:00,,"50.22.80.189","50.22.80.0","US","com",7,0,4,26/06/2012 00:00,22/12/2012 00:00
222,"azurlingua-french-school.co.uk",100,-1,1,4,5978,2826,343,28/04/2011 00:00,10/08/2013 00:00,"95.143.72.9","95.143.72.0","UK","uk",18,16,4,24/11/2011 00:00,24/11/2011 00:00
223,"fatdesigns.co.uk",40,-1,1,4,462,68,39,24/05/2013 00:00,10/08/2013 00:00,"129.121.186.212","129.121.186.0","US","uk",7,0,4,18/12/2011 00:00,16/07/2013 00:00
224,"citizenhistorian.com",477,-1,1,4,10220,2844,1516,24/03/2008 00:00,10/08/2013 00:00,"74.220.207.86","74.220.207.0","US","com",26,7,4,03/12/2011 00:00,03/12/2011 00:00
225,"frankvandervorm.nl",9574,-1,1,4,68200,148322,85587,04/12/2008 00:00,28/06/2013 00:00,"188.93.150.34","188.93.150.0","NL","nl",21,5,4,04/03/2013 00:00,04/03/2013 00:00
226,"politicalcontext.org",438,-1,1,4,17486,8088,6922,27/03/2011 00:00,31/07/2013 00:00,"50.116.99.36","50.116.99.0","US","org",26,18,4,22/11/2011 00:00,01/12/2011 00:00
227,"techappz32.com",2207,-1,1,4,72828,296590,77531,26/10/2010 00:00,15/09/2012 00:00,"64.74.223.38","64.74.223.0","US","com",10,6,4,23/11/2011 00:00,23/11/2011 00:00
228,"visuatronic.com",158,-1,1,4,3585,2786,1400,07/11/2008 00:00,24/08/2012 00:00,"67.215.66.132","67.215.66.0","US","com",7,2,4,22/11/2011 00:00,22/11/2011 00:00
229,"yoyoing.ru",1400,-1,1,4,28882,35428,11178,16/02/2008 00:00,10/08/2013 00:00,"144.76.1.10","144.76.1.0","DE","ru",23,5,4,23/12/2011 00:00,20/05/2012 00:00
230,"aboutjiewu.com",46,-1,1,4,257,467,367,30/05/2012 00:00,08/08/2013 00:00,"97.74.47.1","97.74.47.0","US","com",12,20,4,01/12/2011 00:00,23/12/2011 00:00
231,"thriller-ebooks.de",184,-1,1,4,1528,3734,1888,10/12/2009 00:00,18/01/2013 00:00,"195.143.188.164","195.143.188.0","UK","de",9,1,4,19/11/2011 00:00,19/11/2011 00:00
232,"fokakmena.com",906,-1,1,4,126198,752772,140315,25/03/2008 00:00,10/08/2013 00:00,"5.39.50.144","5.39.50.0","FR","com",27,19,4,16/12/2011 00:00,04/11/2012 00:00
233,"focustkd.com",184,-1,1,4,623,882,720,25/06/2008 00:00,06/08/2013 00:00,"50.6.156.9","50.6.156.0","US","com",16,11,4,04/12/2011 00:00,16/12/2011 00:00
234,"majre.hu",261,-1,1,4,846,7426,4193,27/01/2008 00:00,08/08/2013 00:00,"62.112.194.195","62.112.194.0","HU","hu",16,10,4,21/11/2011 00:00,21/11/2011 00:00
235,"dollarchurn.info",1480,-1,1,4,39951,42533,6170,02/05/2011 00:00,10/08/2013 00:00,"72.167.183.166","72.167.183.0","US","info",31,4,4,24/11/2011 00:00,24/11/2011 00:00
236,"hacktheearth.com",50,-1,1,4,468,439,36,21/06/2012 00:00,25/07/2012 00:00,"64.74.223.37","64.74.223.0","US","com",10,2,4,25/07/2012 00:00,25/07/2012 00:00
237,"host1host.com",1118,-1,1,4,245473,4956,4323,24/05/2010 00:00,10/08/2013 00:00,"173.254.28.143","173.254.28.0","US","com",25,6,4,05/12/2011 00:00,02/05/2012 00:00
238,"teregova.ro",125,-1,1,4,2237,69139,51530,28/09/2010 00:00,30/06/2013 00:00,"93.115.117.90","93.115.117.0","RO","ro",12,3,4,23/11/2011 00:00,23/11/2011 00:00
239,"zerosheep.com",336,-1,1,4,3821,3479,1896,23/02/2009 00:00,01/07/2013 00:00,"174.120.233.250","174.120.233.0","US","com",10,7,4,02/12/2011 00:00,02/12/2011 00:00
240,"inrous.com",2373,-1,1,4,48185,186196,41899,23/01/2010 00:00,10/08/2013 00:00,"70.85.23.158","70.85.23.0","US","com",18,3,4,07/01/2012 00:00,07/01/2012 00:00
241,"asu.edu",355312,6950,1,3,76048618,9696501,2393358,09/01/2008 00:00,10/08/2013 00:00,"129.219.10.58","129.219.10.0","US","edu",67,76,3,22/11/2011 00:00,22/11/2011 00:00
242,"wirefan.com",18951,35150,1,3,5627956,3628541,1152385,15/01/2008 00:00,10/08/2013 00:00,"74.81.74.210","74.81.74.0","US","com",37,28,3,07/11/2011 00:00,15/11/2011 00:00
243,"acorndomains.co.uk",6104,36368,1,3,1799696,1087365,476495,10/01/2008 00:00,10/08/2013 00:00,"94.76.213.219","94.76.213.0","UK","uk",33,34,3,03/11/2011 00:00,21/11/2011 00:00
244,"webnetclick.com",4724,42775,1,3,798241,320826,107504,09/05/2008 00:00,31/07/2013 00:00,"108.167.174.62","108.167.174.0","US","com",22,16,3,14/04/2012 00:00,14/04/2012 00:00
245,"123socialbookmarking.com",3592,302942,1,3,141775,560054,80769,17/12/2010 00:00,13/09/2012 00:00,"208.91.197.104","208.91.197.0","UK","com",12,5,3,09/01/2012 00:00,09/01/2012 00:00
246,"austinopen4business.com",3834,806017,1,3,194563,31846,29315,09/11/2008 00:00,31/07/2013 00:00,"174.121.2.195","174.121.2.0","US","com",35,31,3,07/03/2013 00:00,08/03/2013 00:00
247,"mueveme.info",2194,844667,1,3,95565,94615,67454,31/10/2009 00:00,10/08/2013 00:00,"69.89.31.93","69.89.31.0","US","info",33,12,3,28/11/2011 00:00,28/11/2011 00:00
248,"dlpalace.org",79,-1,1,3,2131,900,840,05/07/2010 00:00,31/01/2012 00:00,"27.54.86.177","27.54.86.0","AU","org",5,0,3,24/11/2011 00:00,24/11/2011 00:00
249,"blogtop1000.com",17,-1,1,3,30,253,127,23/06/2009 00:00,20/06/2012 00:00,"37.152.88.24","37.152.88.0","ES","com",0,0,3,18/12/2011 00:00,18/12/2011 00:00
250,"skywalkgroup.com",482,-1,1,3,3935,142830,28250,20/12/2008 00:00,10/08/2013 00:00,"97.64.150.65","97.64.150.0","US","com",24,12,3,21/11/2011 00:00,27/11/2011 00:00
251,"secretsofflatabs.com",190,-1,1,3,3570,1735,1198,21/09/2010 00:00,04/08/2013 00:00,"173.236.10.26","173.236.10.0","US","com",11,0,3,21/11/2011 00:00,26/01/2012 00:00
252,"tdcshop.com",93,-1,1,3,1046,8042,6110,02/12/2009 00:00,11/02/2012 00:00,"107.20.206.69","107.20.206.0","US","com",7,11,3,17/11/2011 00:00,17/11/2011 00:00
253,"nacpsi2009.com",289,-1,1,3,9989,638,544,16/01/2010 00:00,14/04/2012 00:00,"199.101.28.20","199.101.28.0","US","com",7,3,3,30/11/2011 00:00,07/12/2011 00:00
254,"thecelebritynews.co.uk",386,-1,1,3,4533,193462,63179,09/09/2010 00:00,26/03/2013 00:00,"50.63.202.21","50.63.202.0","US","uk",9,9,3,18/11/2011 00:00,24/11/2011 00:00
255,"ccocr2010.org",219,-1,1,3,871,3773,2410,09/12/2009 00:00,26/02/2013 00:00,"50.97.101.209","50.97.101.0","US","org",8,2,3,20/12/2011 00:00,17/05/2012 00:00
256,"dalkey.org",0,-1,1,3,0,260498,260498,15/11/2009 00:00,22/07/2013 00:00,"82.98.86.167","82.98.86.0","DE","org",0,0,3,08/01/2012 00:00,08/01/2012 00:00
257,"bellvue.net",28,-1,1,3,48,269274,269273,10/08/2010 00:00,25/07/2013 00:00,"82.98.86.167","82.98.86.0","DE","net",0,0,3,28/11/2011 00:00,28/11/2011 00:00
258,"lefthandedgolfclub.org",33,-1,1,3,70,721,488,30/01/2010 00:00,13/12/2011 00:00,"70.86.12.226","70.86.12.0","US","org",6,0,3,04/12/2011 00:00,04/12/2011 00:00
259,"robertstermscheg.com",67,-1,1,3,191,219,195,14/04/2012 00:00,10/08/2013 00:00,"66.147.242.190","66.147.242.0","US","com",17,9,3,22/11/2011 00:00,23/02/2012 00:00
260,"medicalmarijuanaiowa.org",67,-1,1,3,457,4049,3485,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",16,0,3,12/03/2013 00:00,09/08/2013 00:00
261,"riseupandgo.com",1950,-1,1,3,10844,28018,25128,25/10/2010 00:00,10/08/2013 00:00,"208.113.155.101","208.113.155.0","US","com",27,2,3,11/07/2013 00:00,11/07/2013 00:00
262,"medicalmarijuanamississippi.org",63,-1,1,3,518,4119,3715,04/03/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",15,0,3,08/07/2013 00:00,08/07/2013 00:00
263,"artharrest.com",1255,-1,1,3,68091,22959,15149,02/08/2010 00:00,10/08/2013 00:00,"74.208.39.141","74.208.39.0","US","com",26,3,3,10/12/2011 00:00,03/11/2012 00:00
264,"medicalmarijuanawisconsin.org",355,-1,1,3,3361,8711,4318,22/10/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",25,0,3,04/04/2013 00:00,05/08/2013 00:00
265,"retirementcommunitiesaz.com",542,-1,1,3,3265,11280,1559,01/10/2010 00:00,09/08/2013 00:00,"173.225.25.42","173.225.25.0","US","com",24,3,3,11/12/2011 00:00,13/02/2012 00:00
266,"reelcomix.com",8320,-1,1,3,142712,161063,56499,07/06/2008 00:00,10/08/2013 00:00,"207.32.176.72","207.32.176.0","US","com",19,12,3,26/06/2012 00:00,08/08/2012 00:00
267,"originalmagazineads.com",3148,-1,1,3,59441,35204,20631,27/09/2008 00:00,22/01/2013 00:00,"192.31.186.145","192.31.186.0","US","com",16,6,3,29/11/2011 00:00,24/02/2012 00:00
268,"itreviewer.ru",178,-1,1,3,5442,24240,22384,19/10/2010 00:00,10/08/2013 00:00,"92.53.113.61","92.53.113.0","RU","ru",21,0,3,01/07/2012 00:00,25/05/2013 00:00
269,"clickim.co.il",2259,-1,1,3,30647,168710,144636,24/06/2008 00:00,10/08/2013 00:00,"209.217.233.118","209.217.233.0","US","il",25,8,3,29/04/2013 00:00,29/04/2013 00:00
270,"powinc.com",209,-1,1,3,942,714,339,16/01/2008 00:00,10/08/2013 00:00,"184.106.55.27","184.106.55.0","US","com",21,8,3,25/03/2012 00:00,25/03/2012 00:00
